Time,DriverNumber,LapTime,LapNumber,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Stint,LapStartTime,Team,Driver,TrackStatus,IsAccurate
0 days 00:43:38.336000,2,0 days 00:01:30.471000,24,,,0 days 00:00:30.434000,0 days 00:00:24.317000,0 days 00:00:35.720000,0 days 00:42:38.299000,0 days 00:43:02.616000,0 days 00:43:38.336000,263.0,279.0,277.0,276.0,False,ULTRASOFT,23.0,True,1.0,0 days 00:42:07.865000,McLaren,VAN,2,True
0 days 00:45:26.352000,2,0 days 00:01:48.016000,25,,0 days 00:45:08.049000,0 days 00:00:30.049000,0 days 00:00:24.152000,0 days 00:00:53.815000,0 days 00:44:08.385000,0 days 00:44:32.537000,0 days 00:45:26.352000,266.0,283.0,,278.0,False,ULTRASOFT,24.0,True,1.0,0 days 00:43:38.336000,McLaren,VAN,26,False
0 days 00:47:34.285000,2,0 days 00:02:07.933000,26,0 days 00:45:29.302000,,0 days 00:00:45.665000,0 days 00:00:33.920000,0 days 00:00:48.348000,0 days 00:46:12.017000,0 days 00:46:45.937000,0 days 00:47:34.285000,179.0,222.0,226.0,228.0,False,SUPERSOFT,1.0,True,2.0,0 days 00:45:26.352000,McLaren,VAN,6,False
0 days 00:49:39.857000,2,0 days 00:02:05.572000,27,,,0 days 00:00:42.066000,0 days 00:00:33.039000,0 days 00:00:50.467000,0 days 00:48:16.351000,0 days 00:48:49.390000,0 days 00:49:39.857000,168.0,189.0,189.0,231.0,False,SUPERSOFT,2.0,True,2.0,0 days 00:47:34.285000,McLaren,VAN,64,False
0 days 00:51:43.198000,2,0 days 00:02:03.341000,28,,,0 days 00:00:40.441000,0 days 00:00:36,0 days 00:00:46.900000,0 days 00:50:20.298000,0 days 00:50:56.298000,0 days 00:51:43.198000,154.0,239.0,199.0,218.0,False,SUPERSOFT,3.0,True,2.0,0 days 00:49:39.857000,McLaren,VAN,4,False
0 days 00:53:27.049000,2,0 days 00:01:43.851000,29,,,0 days 00:00:37.408000,0 days 00:00:27.038000,0 days 00:00:39.405000,0 days 00:52:20.606000,0 days 00:52:47.644000,0 days 00:53:27.049000,202.0,264.0,225.0,245.0,False,SUPERSOFT,4.0,True,2.0,0 days 00:51:43.198000,McLaren,VAN,4,False
0 days 00:55:23.054000,2,0 days 00:01:56.005000,30,,,0 days 00:00:33.489000,0 days 00:00:26.582000,0 days 00:00:55.934000,0 days 00:54:00.538000,0 days 00:54:27.120000,0 days 00:55:23.054000,206.0,232.0,175.0,226.0,False,SUPERSOFT,5.0,True,2.0,0 days 00:53:27.049000,McLaren,VAN,4,False
0 days 00:57:33.179000,2,0 days 00:02:10.125000,31,,,0 days 00:00:43.456000,0 days 00:00:34.922000,0 days 00:00:51.747000,0 days 00:56:06.510000,0 days 00:56:41.432000,0 days 00:57:33.179000,105.0,197.0,287.0,183.0,False,SUPERSOFT,6.0,True,2.0,0 days 00:55:23.054000,McLaren,VAN,4,False
0 days 00:59:04.328000,2,0 days 00:01:31.149000,32,,,0 days 00:00:31.258000,0 days 00:00:24.035000,0 days 00:00:35.856000,0 days 00:58:04.437000,0 days 00:58:28.472000,0 days 00:59:04.328000,270.0,293.0,283.0,295.0,False,SUPERSOFT,7.0,True,2.0,0 days 00:57:33.179000,McLaren,VAN,1,False
0 days 01:00:33.903000,2,0 days 00:01:29.575000,33,,,0 days 00:00:30.094000,0 days 00:00:23.957000,0 days 00:00:35.524000,0 days 00:59:34.422000,0 days 00:59:58.379000,0 days 01:00:33.903000,271.0,292.0,282.0,286.0,False,SUPERSOFT,8.0,True,2.0,0 days 00:59:04.328000,McLaren,VAN,1,True
0 days 01:02:03.365000,2,0 days 00:01:29.462000,34,,,0 days 00:00:29.963000,0 days 00:00:23.896000,0 days 00:00:35.603000,0 days 01:01:03.866000,0 days 01:01:27.762000,0 days 01:02:03.365000,273.0,290.0,281.0,288.0,False,SUPERSOFT,9.0,True,2.0,0 days 01:00:33.903000,McLaren,VAN,1,True
0 days 01:03:33.430000,2,0 days 00:01:30.065000,35,,,0 days 00:00:30.643000,0 days 00:00:23.999000,0 days 00:00:35.423000,0 days 01:02:34.008000,0 days 01:02:58.007000,0 days 01:03:33.430000,,290.0,294.0,287.0,False,SUPERSOFT,10.0,True,2.0,0 days 01:02:03.365000,McLaren,VAN,1,True
0 days 01:05:01.962000,2,0 days 00:01:28.532000,36,,,0 days 00:00:29.428000,0 days 00:00:23.752000,0 days 00:00:35.352000,0 days 01:04:02.858000,0 days 01:04:26.610000,0 days 01:05:01.962000,272.0,289.0,281.0,298.0,False,SUPERSOFT,11.0,True,2.0,0 days 01:03:33.430000,McLaren,VAN,1,True
0 days 01:06:30.810000,2,0 days 00:01:28.848000,37,,,0 days 00:00:29.771000,0 days 00:00:23.767000,0 days 00:00:35.310000,0 days 01:05:31.733000,0 days 01:05:55.500000,0 days 01:06:30.810000,271.0,283.0,281.0,283.0,False,SUPERSOFT,12.0,True,2.0,0 days 01:05:01.962000,McLaren,VAN,1,True
0 days 01:07:59.284000,2,0 days 00:01:28.474000,38,,,0 days 00:00:29.596000,0 days 00:00:23.718000,0 days 00:00:35.160000,0 days 01:07:00.406000,0 days 01:07:24.124000,0 days 01:07:59.284000,270.0,286.0,282.0,285.0,False,SUPERSOFT,13.0,True,2.0,0 days 01:06:30.810000,McLaren,VAN,1,True
0 days 01:09:27.541000,2,0 days 00:01:28.257000,39,,,0 days 00:00:29.431000,0 days 00:00:23.774000,0 days 00:00:35.052000,0 days 01:08:28.715000,0 days 01:08:52.489000,0 days 01:09:27.541000,272.0,287.0,280.0,,False,SUPERSOFT,14.0,True,2.0,0 days 01:07:59.284000,McLaren,VAN,1,True
0 days 01:10:55.896000,2,0 days 00:01:28.355000,40,,,0 days 00:00:29.492000,0 days 00:00:23.808000,0 days 00:00:35.055000,0 days 01:09:57.033000,0 days 01:10:20.841000,0 days 01:10:55.896000,270.0,286.0,278.0,,False,SUPERSOFT,15.0,True,2.0,0 days 01:09:27.541000,McLaren,VAN,1,True
0 days 01:12:23.885000,2,0 days 00:01:27.989000,41,,,0 days 00:00:29.561000,0 days 00:00:23.664000,0 days 00:00:34.764000,0 days 01:11:25.457000,0 days 01:11:49.121000,0 days 01:12:23.885000,273.0,286.0,281.0,282.0,False,SUPERSOFT,16.0,True,2.0,0 days 01:10:55.896000,McLaren,VAN,1,True
0 days 01:13:51.723000,2,0 days 00:01:27.838000,42,,,0 days 00:00:29.168000,0 days 00:00:23.665000,0 days 00:00:35.005000,0 days 01:12:53.053000,0 days 01:13:16.718000,0 days 01:13:51.723000,275.0,288.0,281.0,285.0,False,SUPERSOFT,17.0,True,2.0,0 days 01:12:23.885000,McLaren,VAN,1,True
0 days 01:15:19.837000,2,0 days 00:01:28.114000,43,,,0 days 00:00:29.386000,0 days 00:00:23.636000,0 days 00:00:35.092000,0 days 01:14:21.109000,0 days 01:14:44.745000,0 days 01:15:19.837000,273.0,288.0,281.0,286.0,False,SUPERSOFT,18.0,True,2.0,0 days 01:13:51.723000,McLaren,VAN,1,True
0 days 01:16:47.875000,2,0 days 00:01:28.038000,44,,,0 days 00:00:29.385000,0 days 00:00:23.744000,0 days 00:00:34.909000,0 days 01:15:49.222000,0 days 01:16:12.966000,0 days 01:16:47.875000,272.0,288.0,281.0,283.0,False,SUPERSOFT,19.0,True,2.0,0 days 01:15:19.837000,McLaren,VAN,1,True
0 days 01:18:16.279000,2,0 days 00:01:28.404000,45,,,0 days 00:00:29.526000,0 days 00:00:23.872000,0 days 00:00:35.006000,0 days 01:17:17.401000,0 days 01:17:41.273000,0 days 01:18:16.279000,270.0,287.0,281.0,285.0,False,SUPERSOFT,20.0,True,2.0,0 days 01:16:47.875000,McLaren,VAN,1,True
0 days 01:19:44.167000,2,0 days 00:01:27.888000,46,,,0 days 00:00:29.341000,0 days 00:00:23.647000,0 days 00:00:34.900000,0 days 01:18:45.620000,0 days 01:19:09.267000,0 days 01:19:44.167000,272.0,290.0,283.0,,False,SUPERSOFT,21.0,True,2.0,0 days 01:18:16.279000,McLaren,VAN,1,True
0 days 01:21:12.128000,2,0 days 00:01:27.961000,47,,,0 days 00:00:29.256000,0 days 00:00:23.648000,0 days 00:00:35.057000,0 days 01:20:13.423000,0 days 01:20:37.071000,0 days 01:21:12.128000,274.0,289.0,283.0,,False,SUPERSOFT,22.0,True,2.0,0 days 01:19:44.167000,McLaren,VAN,1,True
0 days 01:22:39.906000,2,0 days 00:01:27.778000,48,,,0 days 00:00:29.272000,0 days 00:00:23.686000,0 days 00:00:34.820000,0 days 01:21:41.400000,0 days 01:22:05.086000,0 days 01:22:39.906000,272.0,288.0,284.0,287.0,False,SUPERSOFT,23.0,True,2.0,0 days 01:21:12.128000,McLaren,VAN,1,True
0 days 01:24:08.126000,2,0 days 00:01:28.220000,49,,,0 days 00:00:29.154000,0 days 00:00:23.660000,0 days 00:00:35.406000,0 days 01:23:09.060000,0 days 01:23:32.720000,0 days 01:24:08.126000,274.0,289.0,285.0,288.0,False,SUPERSOFT,24.0,True,2.0,0 days 01:22:39.906000,McLaren,VAN,1,True
0 days 01:25:36.105000,2,0 days 00:01:27.979000,50,,,0 days 00:00:29.243000,0 days 00:00:23.769000,0 days 00:00:34.967000,0 days 01:24:37.369000,0 days 01:25:01.138000,0 days 01:25:36.105000,273.0,288.0,283.0,290.0,False,SUPERSOFT,25.0,True,2.0,0 days 01:24:08.126000,McLaren,VAN,1,True
0 days 01:27:04.231000,2,0 days 00:01:28.126000,51,,,0 days 00:00:29.308000,0 days 00:00:23.727000,0 days 00:00:35.091000,0 days 01:26:05.413000,0 days 01:26:29.140000,0 days 01:27:04.231000,,288.0,281.0,286.0,False,SUPERSOFT,26.0,True,2.0,0 days 01:25:36.105000,McLaren,VAN,1,True
0 days 01:28:32.341000,2,0 days 00:01:28.110000,52,,,0 days 00:00:29.312000,0 days 00:00:24.023000,0 days 00:00:34.775000,0 days 01:27:33.543000,0 days 01:27:57.566000,0 days 01:28:32.341000,,287.0,280.0,,False,SUPERSOFT,27.0,True,2.0,0 days 01:27:04.231000,McLaren,VAN,1,True
0 days 01:30:00.051000,2,0 days 00:01:27.710000,53,,,0 days 00:00:29.278000,0 days 00:00:23.663000,0 days 00:00:34.769000,0 days 01:29:01.619000,0 days 01:29:25.282000,0 days 01:30:00.051000,274.0,289.0,282.0,,False,SUPERSOFT,28.0,True,2.0,0 days 01:28:32.341000,McLaren,VAN,1,True
0 days 01:31:27.271000,2,0 days 00:01:27.220000,54,,,0 days 00:00:29.256000,0 days 00:00:23.455000,0 days 00:00:34.509000,0 days 01:30:29.307000,0 days 01:30:52.762000,0 days 01:31:27.271000,273.0,291.0,282.0,285.0,False,SUPERSOFT,29.0,True,2.0,0 days 01:30:00.051000,McLaren,VAN,1,True
0 days 01:32:54.652000,2,0 days 00:01:27.381000,55,,,0 days 00:00:29.015000,0 days 00:00:23.554000,0 days 00:00:34.812000,0 days 01:31:56.286000,0 days 01:32:19.840000,0 days 01:32:54.652000,275.0,290.0,281.0,287.0,False,SUPERSOFT,30.0,True,2.0,0 days 01:31:27.271000,McLaren,VAN,1,True
0 days 01:34:21.743000,2,0 days 00:01:27.091000,56,,,0 days 00:00:29.030000,0 days 00:00:23.466000,0 days 00:00:34.595000,0 days 01:33:23.682000,0 days 01:33:47.148000,0 days 01:34:21.743000,273.0,290.0,283.0,288.0,False,SUPERSOFT,31.0,True,2.0,0 days 01:32:54.652000,McLaren,VAN,1,True
0 days 01:35:48.701000,2,0 days 00:01:26.958000,57,,,0 days 00:00:28.902000,0 days 00:00:23.563000,0 days 00:00:34.493000,0 days 01:34:50.645000,0 days 01:35:14.208000,0 days 01:35:48.701000,275.0,292.0,281.0,291.0,True,SUPERSOFT,32.0,True,2.0,0 days 01:34:21.743000,McLaren,VAN,1,True
0 days 01:37:16.377000,2,0 days 00:01:27.676000,58,,,0 days 00:00:29.007000,0 days 00:00:23.751000,0 days 00:00:34.918000,0 days 01:36:17.708000,0 days 01:36:41.459000,0 days 01:37:16.377000,277.0,293.0,291.0,288.0,False,SUPERSOFT,33.0,True,2.0,0 days 01:35:48.701000,McLaren,VAN,1,True
0 days 00:08:48.731000,55,,1,0 days 00:00:04.103000,,,0 days 00:00:24.762000,0 days 00:00:37.444000,,0 days 00:08:11.513000,0 days 00:08:48.997000,272.0,298.0,282.0,227.0,False,,,,,0 days 00:07:07.988000,Renault,SAI,1,False
0 days 00:10:20.053000,55,0 days 00:01:31.322000,2,,,0 days 00:00:30.437000,0 days 00:00:24.592000,0 days 00:00:36.293000,0 days 00:09:19.168000,0 days 00:09:43.760000,0 days 00:10:20.053000,266.0,286.0,284.0,283.0,False,ULTRASOFT,4.0,False,1.0,0 days 00:08:48.731000,Renault,SAI,1,True
0 days 00:11:51.320000,55,0 days 00:01:31.267000,3,,,0 days 00:00:30.587000,0 days 00:00:24.378000,0 days 00:00:36.302000,0 days 00:10:50.640000,0 days 00:11:15.018000,0 days 00:11:51.320000,267.0,286.0,288.0,282.0,False,ULTRASOFT,5.0,False,1.0,0 days 00:10:20.053000,Renault,SAI,1,True
0 days 00:13:21.992000,55,0 days 00:01:30.672000,4,,,0 days 00:00:30.184000,0 days 00:00:24.296000,0 days 00:00:36.192000,0 days 00:12:21.504000,0 days 00:12:45.800000,0 days 00:13:21.992000,270.0,290.0,294.0,289.0,False,ULTRASOFT,6.0,False,1.0,0 days 00:11:51.320000,Renault,SAI,1,True
0 days 00:14:53.826000,55,0 days 00:01:31.834000,5,,,0 days 00:00:30.405000,0 days 00:00:24.373000,0 days 00:00:37.056000,0 days 00:13:52.397000,0 days 00:14:16.770000,0 days 00:14:53.826000,267.0,289.0,295.0,290.0,False,ULTRASOFT,7.0,False,1.0,0 days 00:13:21.992000,Renault,SAI,2,True
0 days 00:16:25.642000,55,0 days 00:01:31.816000,6,,,0 days 00:00:30.781000,0 days 00:00:24.352000,0 days 00:00:36.683000,0 days 00:15:24.607000,0 days 00:15:48.959000,0 days 00:16:25.642000,269.0,288.0,284.0,283.0,False,ULTRASOFT,8.0,False,1.0,0 days 00:14:53.826000,Renault,SAI,2,True
0 days 00:17:56.322000,55,0 days 00:01:30.680000,7,,,0 days 00:00:30.415000,0 days 00:00:24.096000,0 days 00:00:36.169000,0 days 00:16:56.057000,0 days 00:17:20.153000,0 days 00:17:56.322000,270.0,286.0,285.0,,False,ULTRASOFT,9.0,False,1.0,0 days 00:16:25.642000,Renault,SAI,2,True
0 days 00:19:26.918000,55,0 days 00:01:30.596000,8,,,0 days 00:00:30.300000,0 days 00:00:24.133000,0 days 00:00:36.163000,0 days 00:18:26.622000,0 days 00:18:50.755000,0 days 00:19:26.918000,266.0,286.0,284.0,281.0,False,ULTRASOFT,10.0,False,1.0,0 days 00:17:56.322000,Renault,SAI,1,True
0 days 00:20:57.157000,55,0 days 00:01:30.239000,9,,,0 days 00:00:30.174000,0 days 00:00:24.122000,0 days 00:00:35.943000,0 days 00:19:57.092000,0 days 00:20:21.214000,0 days 00:20:57.157000,,284.0,284.0,280.0,False,ULTRASOFT,11.0,False,1.0,0 days 00:19:26.918000,Renault,SAI,1,True
0 days 00:22:29.196000,55,0 days 00:01:32.039000,10,,,0 days 00:00:31.422000,0 days 00:00:24.570000,0 days 00:00:36.047000,0 days 00:21:28.579000,0 days 00:21:53.149000,0 days 00:22:29.196000,269.0,288.0,286.0,276.0,False,ULTRASOFT,12.0,False,1.0,0 days 00:20:57.157000,Renault,SAI,2,True
0 days 00:23:59.561000,55,0 days 00:01:30.365000,11,,,0 days 00:00:30.104000,0 days 00:00:24.213000,0 days 00:00:36.048000,0 days 00:22:59.300000,0 days 00:23:23.513000,0 days 00:23:59.561000,,284.0,283.0,279.0,False,ULTRASOFT,13.0,False,1.0,0 days 00:22:29.196000,Renault,SAI,1,True
0 days 00:25:29.905000,55,0 days 00:01:30.344000,12,,,0 days 00:00:30.297000,0 days 00:00:24.192000,0 days 00:00:35.855000,0 days 00:24:29.858000,0 days 00:24:54.050000,0 days 00:25:29.905000,266.0,284.0,283.0,273.0,False,ULTRASOFT,14.0,False,1.0,0 days 00:23:59.561000,Renault,SAI,1,True
0 days 00:26:59.983000,55,0 days 00:01:30.078000,13,,,0 days 00:00:30.158000,0 days 00:00:24.126000,0 days 00:00:35.794000,0 days 00:26:00.063000,0 days 00:26:24.189000,0 days 00:26:59.983000,,285.0,283.0,274.0,False,ULTRASOFT,15.0,False,1.0,0 days 00:25:29.905000,Renault,SAI,1,True
0 days 00:28:30.292000,55,0 days 00:01:30.309000,14,,,0 days 00:00:30.635000,0 days 00:00:24.051000,0 days 00:00:35.623000,0 days 00:27:30.618000,0 days 00:27:54.669000,0 days 00:28:30.292000,268.0,286.0,283.0,272.0,False,ULTRASOFT,16.0,False,1.0,0 days 00:26:59.983000,Renault,SAI,1,True
0 days 00:30:00.607000,55,0 days 00:01:30.315000,15,,,0 days 00:00:30.301000,0 days 00:00:24.382000,0 days 00:00:35.632000,0 days 00:29:00.593000,0 days 00:29:24.975000,0 days 00:30:00.607000,265.0,284.0,281.0,279.0,False,ULTRASOFT,17.0,False,1.0,0 days 00:28:30.292000,Renault,SAI,1,True
0 days 00:31:30.771000,55,0 days 00:01:30.164000,16,,,0 days 00:00:30.126000,0 days 00:00:24.166000,0 days 00:00:35.872000,0 days 00:30:30.733000,0 days 00:30:54.899000,0 days 00:31:30.771000,268.0,284.0,282.0,272.0,False,ULTRASOFT,18.0,False,1.0,0 days 00:30:00.607000,Renault,SAI,1,True
0 days 00:33:00.914000,55,0 days 00:01:30.143000,17,,,0 days 00:00:30.223000,0 days 00:00:24.112000,0 days 00:00:35.808000,0 days 00:32:00.994000,0 days 00:32:25.106000,0 days 00:33:00.914000,269.0,285.0,282.0,273.0,False,ULTRASOFT,19.0,False,1.0,0 days 00:31:30.771000,Renault,SAI,1,True
0 days 00:34:30.937000,55,0 days 00:01:30.023000,18,,,0 days 00:00:30.118000,0 days 00:00:24.178000,0 days 00:00:35.727000,0 days 00:33:31.032000,0 days 00:33:55.210000,0 days 00:34:30.937000,268.0,285.0,283.0,271.0,False,ULTRASOFT,20.0,False,1.0,0 days 00:33:00.914000,Renault,SAI,1,True
0 days 00:36:01.064000,55,0 days 00:01:30.127000,19,,,0 days 00:00:30.254000,0 days 00:00:24.174000,0 days 00:00:35.699000,0 days 00:35:01.191000,0 days 00:35:25.365000,0 days 00:36:01.064000,,285.0,282.0,267.0,False,ULTRASOFT,21.0,False,1.0,0 days 00:34:30.937000,Renault,SAI,1,True
0 days 00:37:30.803000,55,0 days 00:01:29.739000,20,,,0 days 00:00:30.155000,0 days 00:00:23.988000,0 days 00:00:35.596000,0 days 00:36:31.219000,0 days 00:36:55.207000,0 days 00:37:30.803000,267.0,289.0,282.0,272.0,False,ULTRASOFT,22.0,False,1.0,0 days 00:36:01.064000,Renault,SAI,1,True
0 days 00:39:00.968000,55,0 days 00:01:30.165000,21,,,0 days 00:00:30.204000,0 days 00:00:24.244000,0 days 00:00:35.717000,0 days 00:38:01.007000,0 days 00:38:25.251000,0 days 00:39:00.968000,,287.0,281.0,271.0,False,ULTRASOFT,23.0,False,1.0,0 days 00:37:30.803000,Renault,SAI,1,True
0 days 00:40:56.910000,55,0 days 00:01:55.942000,22,,0 days 00:40:35.965000,0 days 00:00:30.098000,0 days 00:00:28.905000,0 days 00:00:56.939000,0 days 00:39:31.066000,0 days 00:39:59.971000,0 days 00:40:56.910000,,277.0,,278.0,False,ULTRASOFT,24.0,False,1.0,0 days 00:39:00.968000,Renault,SAI,1,False
0 days 00:42:31.046000,55,0 days 00:01:34.136000,23,0 days 00:40:59.739000,,0 days 00:00:35.322000,0 days 00:00:23.719000,0 days 00:00:35.095000,0 days 00:41:32.232000,0 days 00:41:55.951000,0 days 00:42:31.046000,271.0,288.0,278.0,222.0,False,SOFT,1.0,True,2.0,0 days 00:40:56.910000,Renault,SAI,2,False
0 days 00:43:59.632000,55,0 days 00:01:28.586000,24,,,0 days 00:00:29.719000,0 days 00:00:23.750000,0 days 00:00:35.117000,0 days 00:43:00.765000,0 days 00:43:24.515000,0 days 00:43:59.632000,,290.0,282.0,273.0,False,SOFT,2.0,True,2.0,0 days 00:42:31.046000,Renault,SAI,2,True
0 days 00:45:41.639000,55,0 days 00:01:42.007000,25,,,0 days 00:00:29.869000,0 days 00:00:24.034000,0 days 00:00:48.104000,0 days 00:44:29.501000,0 days 00:44:53.535000,0 days 00:45:41.639000,272.0,291.0,211.0,271.0,False,SOFT,3.0,True,2.0,0 days 00:43:59.632000,Renault,SAI,26,False
0 days 00:47:44.834000,55,0 days 00:02:03.195000,26,,,0 days 00:00:40.226000,0 days 00:00:35.856000,0 days 00:00:47.113000,0 days 00:46:21.865000,0 days 00:46:57.721000,0 days 00:47:44.834000,163.0,110.0,238.0,147.0,False,SOFT,4.0,True,2.0,0 days 00:45:41.639000,Renault,SAI,6,False
0 days 00:49:49.774000,55,0 days 00:02:04.940000,27,,,0 days 00:00:43.188000,0 days 00:00:31.574000,0 days 00:00:50.178000,0 days 00:48:28.022000,0 days 00:48:59.596000,0 days 00:49:49.774000,183.0,228.0,214.0,144.0,False,SOFT,5.0,True,2.0,0 days 00:47:44.834000,Renault,SAI,64,False
0 days 00:51:54.817000,55,0 days 00:02:05.043000,28,,,0 days 00:00:43.127000,0 days 00:00:32.805000,0 days 00:00:49.111000,0 days 00:50:32.901000,0 days 00:51:05.706000,0 days 00:51:54.817000,186.0,164.0,223.0,210.0,False,SOFT,6.0,True,2.0,0 days 00:49:49.774000,Renault,SAI,4,False
0 days 00:53:32.230000,55,0 days 00:01:37.413000,29,,,0 days 00:00:32.342000,0 days 00:00:25.688000,0 days 00:00:39.383000,0 days 00:52:27.159000,0 days 00:52:52.847000,0 days 00:53:32.230000,240.0,281.0,240.0,250.0,False,SOFT,7.0,True,2.0,0 days 00:51:54.817000,Renault,SAI,4,False
0 days 00:55:27.401000,55,0 days 00:01:55.171000,30,,,0 days 00:00:33.713000,0 days 00:00:28.153000,0 days 00:00:53.305000,0 days 00:54:05.943000,0 days 00:54:34.096000,0 days 00:55:27.401000,223.0,273.0,172.0,224.0,False,SOFT,8.0,True,2.0,0 days 00:53:32.230000,Renault,SAI,4,False
0 days 00:57:33.690000,55,0 days 00:02:06.289000,31,,,0 days 00:00:41.352000,0 days 00:00:35.725000,0 days 00:00:49.212000,0 days 00:56:08.753000,0 days 00:56:44.478000,0 days 00:57:33.690000,101.0,167.0,294.0,237.0,False,SOFT,9.0,True,2.0,0 days 00:55:27.401000,Renault,SAI,4,False
0 days 00:59:05.680000,55,0 days 00:01:31.990000,32,,,0 days 00:00:31.495000,0 days 00:00:24.350000,0 days 00:00:36.145000,0 days 00:58:05.185000,0 days 00:58:29.535000,0 days 00:59:05.680000,265.0,300.0,284.0,240.0,False,SOFT,10.0,True,2.0,0 days 00:57:33.690000,Renault,SAI,1,False
0 days 01:00:35.831000,55,0 days 00:01:30.151000,33,,,0 days 00:00:30.314000,0 days 00:00:24.053000,0 days 00:00:35.784000,0 days 00:59:35.994000,0 days 01:00:00.047000,0 days 01:00:35.831000,272.0,293.0,283.0,280.0,False,SOFT,11.0,True,2.0,0 days 00:59:05.680000,Renault,SAI,1,True
0 days 01:02:05.493000,55,0 days 00:01:29.662000,34,,,0 days 00:00:30.159000,0 days 00:00:23.808000,0 days 00:00:35.695000,0 days 01:01:05.990000,0 days 01:01:29.798000,0 days 01:02:05.493000,,291.0,283.0,286.0,False,SOFT,12.0,True,2.0,0 days 01:00:35.831000,Renault,SAI,1,True
0 days 01:03:34.820000,55,0 days 00:01:29.327000,35,,,0 days 00:00:29.987000,0 days 00:00:23.954000,0 days 00:00:35.386000,0 days 01:02:35.480000,0 days 01:02:59.434000,0 days 01:03:34.820000,271.0,289.0,287.0,285.0,False,SOFT,13.0,True,2.0,0 days 01:02:05.493000,Renault,SAI,1,True
0 days 01:05:03.508000,55,0 days 00:01:28.688000,36,,,0 days 00:00:29.654000,0 days 00:00:23.814000,0 days 00:00:35.220000,0 days 01:04:04.474000,0 days 01:04:28.288000,0 days 01:05:03.508000,273.0,291.0,283.0,290.0,False,SOFT,14.0,True,2.0,0 days 01:03:34.820000,Renault,SAI,1,True
0 days 01:06:32.294000,55,0 days 00:01:28.786000,37,,,0 days 00:00:29.857000,0 days 00:00:23.760000,0 days 00:00:35.169000,0 days 01:05:33.365000,0 days 01:05:57.125000,0 days 01:06:32.294000,272.0,291.0,284.0,278.0,False,SOFT,15.0,True,2.0,0 days 01:05:03.508000,Renault,SAI,1,True
0 days 01:08:01.161000,55,0 days 00:01:28.867000,38,,,0 days 00:00:29.702000,0 days 00:00:23.837000,0 days 00:00:35.328000,0 days 01:07:01.996000,0 days 01:07:25.833000,0 days 01:08:01.161000,273.0,292.0,283.0,281.0,False,SOFT,16.0,True,2.0,0 days 01:06:32.294000,Renault,SAI,1,True
0 days 01:09:29.604000,55,0 days 00:01:28.443000,39,,,0 days 00:00:29.587000,0 days 00:00:23.790000,0 days 00:00:35.066000,0 days 01:08:30.748000,0 days 01:08:54.538000,0 days 01:09:29.604000,272.0,289.0,282.0,285.0,False,SOFT,17.0,True,2.0,0 days 01:08:01.161000,Renault,SAI,1,True
0 days 01:10:58.107000,55,0 days 00:01:28.503000,40,,,0 days 00:00:29.613000,0 days 00:00:23.771000,0 days 00:00:35.119000,0 days 01:09:59.217000,0 days 01:10:22.988000,0 days 01:10:58.107000,271.0,288.0,280.0,281.0,False,SOFT,18.0,True,2.0,0 days 01:09:29.604000,Renault,SAI,1,True
0 days 01:12:26.368000,55,0 days 00:01:28.261000,41,,,0 days 00:00:29.448000,0 days 00:00:23.730000,0 days 00:00:35.083000,0 days 01:11:27.555000,0 days 01:11:51.285000,0 days 01:12:26.368000,,288.0,284.0,280.0,False,SOFT,19.0,True,2.0,0 days 01:10:58.107000,Renault,SAI,1,True
0 days 01:13:54.674000,55,0 days 00:01:28.306000,42,,,0 days 00:00:29.526000,0 days 00:00:23.637000,0 days 00:00:35.143000,0 days 01:12:55.894000,0 days 01:13:19.531000,0 days 01:13:54.674000,273.0,289.0,283.0,284.0,False,SOFT,20.0,True,2.0,0 days 01:12:26.368000,Renault,SAI,1,True
0 days 01:15:23.197000,55,0 days 00:01:28.523000,43,,,0 days 00:00:29.546000,0 days 00:00:23.753000,0 days 00:00:35.224000,0 days 01:14:24.220000,0 days 01:14:47.973000,0 days 01:15:23.197000,272.0,289.0,282.0,286.0,False,SOFT,21.0,True,2.0,0 days 01:13:54.674000,Renault,SAI,1,True
0 days 01:16:51.500000,55,0 days 00:01:28.303000,44,,,0 days 00:00:29.571000,0 days 00:00:23.624000,0 days 00:00:35.108000,0 days 01:15:52.768000,0 days 01:16:16.392000,0 days 01:16:51.500000,273.0,291.0,282.0,280.0,False,SOFT,22.0,True,2.0,0 days 01:15:23.197000,Renault,SAI,1,True
0 days 01:18:19.643000,55,0 days 00:01:28.143000,45,,,0 days 00:00:29.330000,0 days 00:00:23.676000,0 days 00:00:35.137000,0 days 01:17:20.830000,0 days 01:17:44.506000,0 days 01:18:19.643000,274.0,291.0,283.0,287.0,False,SOFT,23.0,True,2.0,0 days 01:16:51.500000,Renault,SAI,1,True
0 days 01:19:48.136000,55,0 days 00:01:28.493000,46,,,0 days 00:00:29.556000,0 days 00:00:23.695000,0 days 00:00:35.242000,0 days 01:18:49.199000,0 days 01:19:12.894000,0 days 01:19:48.136000,273.0,293.0,283.0,286.0,False,SOFT,24.0,True,2.0,0 days 01:18:19.643000,Renault,SAI,1,True
